Tahun;Provinsi;Kabupaten/Kota;Sisa Makanan (%);Kayu-Ranting (%);Kertas-Karton (%);Plastik(%);Logam(%);Kain(%);Karet- Kulit (%);Kaca(%);Lainnya(%)
2019;Kepulauan Riau;Kota Tanjung Pinang;18;37;9;26;3;1;2;1;3
2019;DKI Jakarta;Kab. Adm. Kep. Seribu;23,02;2,97;0,18;0,9;0,08;;;0,65;72,2
2019;DKI Jakarta;Kota Adm. Jakarta Utara;;;;;;;;;
2019;DKI Jakarta;Kota Adm. Jakarta Selatan;;;;;;;;;
2019;DKI Jakarta;Kota Adm. Jakarta Timur;;;;;;;;;
2019;Jawa Barat;Kab. Sukabumi;45,08;6,8;7,1;26,27;1,21;1,27;0,11;2,62;6,6
2019;Jawa Barat;Kab. Ciamis;26,4;0,4;33;5;10,7;6,4;1,7;16,1;0,3
2019;Jawa Barat;Kab. Sumedang;62,27;1,97;9,25;12,57;1,77;0,91;1,25;1,09;8,92
2019;Jawa Barat;Kab. Subang;;;;;;;;;
2019;Jawa Barat;Kab. Bekasi;;;;;;;;;
2019;Jawa Barat;Kab. Pangandaran;;;;;;;;;
2019;Jawa Barat;Kota Bogor;20;33,3;19,7;10;1,5;3,5;1;1;10
2019;Jawa Barat;Kota Sukabumi;51;12;7;6;6;4;4;3;7
2019;Jawa Barat;Kota Depok;62,95;0,57;6,1;21,36;0,14;0,57;0,5;0,57;7,24
2019;Jawa Barat;Kota Cimahi;;50,6;8,6;15,6;3,1;5,3;;3;13,8
2019;Jawa Barat;Kota Tasikmalaya;48,7;;5,8;5,4;0,2;1,9;;6,3;31,6
2019;Jawa Tengah;Kab. Cilacap;57,67;10,63;9,71;16,42;1,33;1,25;0,51;0,65;1,83
2019;Jawa Tengah;Kab. Kebumen;58;;11;13;13;1;;2;2
2019;Jawa Tengah;Kab. Purworejo;5;55;8;12;3;1;0,5;1;12,5
2019;Jawa Tengah;Kab. Wonosobo;40;21,45;10;20;0,2;0,2;0,15;1;2
2019;Jawa Tengah;Kab. Boyolali;53,84;1,8;13,31;20,89;1,1;1,57;1,05;0,98;5,46
2019;Jawa Tengah;Kab. Klaten;60;5;5;20;0,5;5;3;0,5;1
2019;Jawa Tengah;Kab. Sukoharjo;77,1;1,42;3,12;14,04;0,21;1,39;0,16;0,16;2,4
2019;Jawa Tengah;Kab. Wonogiri;22,3;29,48;19,74;11,81;6,54;;;6,07;4,06
2019;Jawa Tengah;Kab. Sragen;74,7;0,9;8,4;11,1;0,4;2,2;0,3;1,7;0,3
2019;Jawa Tengah;Kab. Grobogan;12;44;10;15;2;3;3;5;6
2019;Jawa Tengah;Kab. Rembang;38,12;1,59;13,38;34,45;0,93;1,88;0,77;1,33;7,55
2019;Jawa Tengah;Kab. Pati;;;;;;;;;
2019;Jawa Tengah;Kab. Kudus;73;3;8;9;2,1;1,5;1;1,2;
2019;Jawa Tengah;Kab. Jepara;55,08;5,29;11,48;19,63;1,26;2,12;1,02;1,2;2,92
2019;Jawa Tengah;Kab. Semarang;57,5;4;7,1;18,2;1,9;2,2;;1,2;0,5
2019;Jawa Tengah;Kab. Kendal;52,2;20,25;9,33;10,76;1,26;3,04;0,86;2;0,3
2019;Jawa Tengah;Kab. Batang;;;;;;;;;
2019;Jawa Tengah;Kab. Pemalang;45;5;10;20;4;4;5;2;5
2019;Jawa Tengah;Kab. Brebes;1;86;1;7;1;1;1;1;1
2019;Jawa Tengah;Kota Magelang;33,7;13,3;40,3;0,8;1,8;0,5;3,7;5,9;0
2019;Jawa Tengah;Kota Semarang;60,79;;10,18;17,2;1,22;4,94;1;1,79;2,88
2019;D.I. Yogyakarta;Kab. Kulon Progo;67,18;;12,6;17,22;1,68;0,21;;1,11;
2019;D.I. Yogyakarta;Kab. Bantul;64,2;3,2;6,2;6,2;13,6;1,1;0,5;1,1;1,7
2019;D.I. Yogyakarta;Kab. Gunungkidul;;;;;;;;;
2019;D.I. Yogyakarta;Kab. Sleman;;;;;;;;;
2019;D.I. Yogyakarta;Kota Yogyakarta;50,21;10,91;6,18;10,79;2,12;0,68;0,13;10,66;8,32
2019;Jawa Timur;Kab. Pacitan;68,2;2,9;8,2;17,2;0,5;0,2;0,3;0,5;2
2019;Jawa Timur;Kab. Trenggalek;;;;;;;;;
2019;Jawa Timur;Kab. Tulungagung;46;18;7,5;4,5;11;4,7;2;4;2,3
2019;Jawa Timur;Kab. Blitar;29;50;5;10;;;;;1
2019;Jawa Timur;Kab. Kediri;;;;;;;;;
2019;Jawa Timur;Kab. Malang;65,74;1,51;6,88;15,16;0,27;1,12;0,4;0,67;1,93
2019;Jawa Timur;Kab. Lumajang;40,25;17,35;6,44;17,8;1,15;3,25;1,45;1,5;6,6
2019;Jawa Timur;Kab. Banyuwangi;34,04;0,84;18,98;21,76;0,94;1,52;0,57;2,55;18,8
2019;Jawa Timur;Kab. Bondowoso;60,22;2,32;7,63;25,3;1,2;1,13;1,2;1;
2019;Jawa Timur;Kab. Situbondo;25;25;25;12;3;2;3;1;4
2019;Jawa Timur;Kab. Probolinggo;20;32;16,6;16,9;0,4;0,5;12;0,2;1,4
2019;Jawa Timur;Kab. Pasuruan;;;;;;;;;
2019;Jawa Timur;Kab. Sidoarjo;70,3;1,4;8,5;11;0,2;1,1;0,2;0,5;6,8
2019;Jawa Timur;Kab. Nganjuk;;;;;;;;;
2019;Jawa Timur;Kab. Madiun;63,53;4,15;7,5;19,71;1,34;2,65;0,01;0,13;0,98
2019;Jawa Timur;Kab. Ngawi;10;50;10;20;3;3;1;1;2
2019;Jawa Timur;Kab. Bojonegoro;5;20;40;35;;;;;
2019;Jawa Timur;Kab. Tuban;58,53;15,43;5,78;11,02;0,17;1,62;;1,33;6,12
2019;Jawa Timur;Kab. Gresik;42;1;10,5;16,5;0,5;1,5;;1;27
2019;Jawa Timur;Kab. Sampang;30;13;5,2;13,2;5;;;0,5;32,9
2019;Jawa Timur;Kab. Pamekasan;;;;;;;;;
2019;Jawa Timur;Kab. Sumenep;58,72;1,08;20,83;17,33;;0,91;0,26;0,57;0,3
2019;Jawa Timur;Kota Kediri;27;28;15;24;1;0,5;1,5;1,8;1,2
2019;Jawa Timur;Kota Blitar;53;13,6;5,2;9,1;0,8;2,9;3;3,4;9
2019;Jawa Timur;Kota Malang;11,8;61;18;7;0,4;0,8;0,6;0,2;0,2
2019;Jawa Timur;Kota Probolinggo;58,5;5,4;11,2;17,9;0,8;0,9;1,6;1;2
2019;Jawa Timur;Kota Pasuruan;37,9;32;4,3;8,8;4,3;3,5;5;1,7;2,5
2019;Jawa Timur;Kota Mojokerto;73,1;0,02;9,51;13,45;0,32;0,9;0,11;0,49;2,1
2019;Jawa Timur;Kota Madiun;81;0,5;8;4;3;1;1;1;0,5
2019;Jawa Timur;Kota Surabaya;54,31;1,61;14,63;19,44;0,48;1,47;2,33;1,12;4,61
2019;Jawa Timur;Kota Batu;78,1;0,6;11,2;8;0,3;0,5;0,6;0,6;0,1
2019;Banten;Kab. Pandeglang;;;;;;;;;
2019;Banten;Kab. Lebak;30;12;10;15;8;5;5;10;5
2019;Banten;Kab. Tangerang;35,25;17,73;11,35;23,15;1,51;1,26;0,53;2,22;7
2019;Banten;Kota Tangerang;61,38;2,24;8,94;10,97;1,68;2,32;2,09;1,78;8,6
2019;Banten;Kota Cilegon;;;;;;;;;
2019;Banten;Kota Tangerang Selatan;11;75;4;8;;;;;2
2019;Bali;Kab. Jembrana;11,22;30,88;11,1;22,1;2,1;7;7;2,7;5,9
2019;Bali;Kab. Badung;0,3;51,8;1,6;;;;;;46,3
2019;Bali;Kab. Gianyar;35,2;23,4;10,89;17,01;3,5;0,7;0,7;0,4;8,2
2019;Bali;Kab. Bangli;12;70;2;4;1;1;0,5;0,5;9
2019;Bali;Kab. Karangasem;;;;;;;;;
2019;Bali;Kab. Buleleng;2,99;62,57;5,63;10,18;2,82;5,33;4,55;3,33;2,6
2019;Bali;Kota Denpasar;70;5;2;15;1;1;1;;5
2019;Nusa Tenggara Barat;Kab. Lombok Timur;49,3;29,7;3,5;10,5;1,2;4;0,4;1,3;0,1
2019;Nusa Tenggara Barat;Kab. Lombok Utara;;;;;;;;;
2019;Kalimantan Barat;Kab. Sambas;40;5,6;14,2;25;0,3;1;0,9;2;11
2019;Kalimantan Barat;Kab. Mempawah;10;25;25;20;10;3;2;2;3
2019;Kalimantan Barat;Kab. Sanggau;;;;;;;;;
2019;Kalimantan Barat;Kab. Ketapang;28;6;9;42;2;3;2;1;7
2019;Kalimantan Barat;Kab. Kapuas Hulu;35,65;4,79;11,74;37,02;2,52;1,47;4,45;2,22;0,14
2019;Kalimantan Barat;Kab. Bengkayang;;;;;;;;;
2019;Kalimantan Barat;Kota Pontianak;83;1,5;7,2;6;2;;0,1;;0,2
2019;Kalimantan Tengah;Kab. Kotawaringin Barat;47;5;10;15;2;2;2;1;16
2019;Kalimantan Tengah;Kab. Kotawaringin Timur;45,05;5;7,26;20,26;1,82;4,04;1,18;4,33;11,06
2019;Kalimantan Tengah;Kab. Kapuas;39,4;20;12,3;13,5;0,16;1;;1;11,7
2019;Kalimantan Tengah;Kab. Barito Utara;30;12;14;20;5;5;2;2;10
2019;Kalimantan Tengah;Kab. Katingan;56,98;2,06;13,17;14,34;4,02;1,78;3,14;3,28;0,95
2019;Kalimantan Tengah;Kab. Sukamara;;;;;;;;;
2019;Kalimantan Tengah;Kab. Pulang Pisau;23,51;26,74;13,31;25,13;3,19;2,41;0,83;1,79;3,09
2019;Kalimantan Tengah;Kab. Barito Timur;31;11;5;35;1;6;6;3;2
2019;Kalimantan Tengah;Kota Palangkaraya;70,05;1,59;7,14;14,95;0,67;1,3;0,9;1,01;2,39
2019;Kalimantan Selatan;Kab. Tanah Laut;10;20;3;40;5;1;1;1;19
2019;Kalimantan Selatan;Kab. Kotabaru;60;3;13;14;2;3;2;3;
2019;Kalimantan Selatan;Kab. Barito Kuala;61,7;9,5;10,6;9,8;2,6;1,7;0,8;2;1,3
2019;Kalimantan Selatan;Kab. Tapin;51,29;3,11;10,51;32,52;0,65;1,21;0,23;0,14;0,34
2019;Kalimantan Selatan;Kab. Hulu Sungai Selatan;55,18;1,48;13,13;25,35;2,9;0,46;0,9;0,4;0,2
2019;Kalimantan Selatan;Kab. Hulu Sungai Tengah;60,28;2,17;2,9;30,28;1,25;0,3;0,72;2;0,1
2019;Kalimantan Selatan;Kab. Hulu Sungai Utara;55,78;8,38;8,72;12,41;0,98;0,84;0,06;6,1;6,73
2019;Kalimantan Selatan;Kab. Tanah Bumbu;3,9;68,2;3,9;11,7;0,2;3,5;0,2;;8,4
2019;Kalimantan Selatan;Kab. Balangan;57,34;10,32;10,8;14,2;2,1;1,7;0,74;1,5;1,3
2019;Kalimantan Selatan;Kota Banjarmasin;59,4;0,1;12,4;15,1;0,5;0,2;0,2;5,7;6,4
2019;Kalimantan Selatan;Kota Banjarbaru;51;15;11;13;1;4;2;2;1
2019;Kalimantan Timur;Kab. Paser;54,99;0,22;10,2;13,64;1,38;13,56;1,2;3,52;1,29
2019;Kalimantan Timur;Kab. Kutai Kartanegara;73,92;0,98;10,43;7,86;2,04;1,57;0,55;1,75;0,9
2019;Kalimantan Timur;Kab. Berau;55,39;1,28;4,02;26,47;9,63;0,05;0,07;0,99;2,1
2019;Kalimantan Timur;Kab. Kutai Timur;30;20;10;25;5;5;2;2;1
2019;Kalimantan Timur;Kab. Penajam Paser Utara;5;20;40;19;15;0,7;0,2;0,1;
2019;Kalimantan Timur;Kota Balikpapan;42,3;6,36;10,26;7,2;3,87;2,94;0,98;6,56;19,53
2019;Kalimantan Timur;Kota Samarinda;53,39;7;17;19,9;0,65;0,62;0,06;0,92;0,46
2019;Kalimantan Timur;Kota Bontang;45;4;27;20;2;0,01;0,02;1;0,97
2019;Kalimantan Utara;Kab. Nunukan;46,4;8,2;23,4;21,3;0,2;0,2;0,1;0,1;0,1
2019;Kalimantan Utara;Kota Tarakan;41;12;16;17;1;2;;;11
2019;Sulawesi Utara;Kab. Minahasa;;;;;;;;;
2019;Sulawesi Utara;Kab. Kepulauan Sangihe;15;35;6;19;5;4;4;7;5
2019;Sulawesi Utara;Kab. Kepulauan Talaud;60;3;3;20;1;2;2;1;8
2019;Sulawesi Utara;Kab. Minahasa Selatan;;;;;;;;;
2019;Sulawesi Utara;Kab. Minahasa Utara;;;;;;;;;
2019;Sulawesi Utara;Kab. Minahasa Tenggara;40;17;10;16;4;3;2;2;6
2019;Sulawesi Utara;Kab. Kep. Siau Tagulandang Biaro;;;;;;;;;
2019;Sulawesi Utara;Kab. Bolaang Mongondow Selatan;;;;;;;;;
2019;Sulawesi Utara;Kota Bitung;49,11;1,14;18,02;18,92;0,26;1,48;1,48;1,83;7,76
2019;Sulawesi Utara;Kota Tomohon;;;;;;;;;
2019;Sulawesi Utara;Kota Kotamobagu;53,4;5,1;11,8;8,7;5,7;3,5;2,6;2,8;6,4
2019;Sulawesi Tengah;Kab. Banggai;;;;;;;;;
2019;Sulawesi Tengah;Kab. Poso;26,97;24,91;16,99;22,56;2,8;1,75;1,66;1,65;0,71
2019;Sulawesi Tengah;Kab. Donggala;35;10;20;13;6;3;3;3;7
2019;Sulawesi Tengah;Kab. Parigi Moutong;32,84;8,21;37,99;4,19;;;;;16,77
2019;Sulawesi Selatan;Kab. Kepulauan Selayar;43;10;18;15;4;4;2;2;2
2019;Sulawesi Selatan;Kab. Bulukumba;;;;;;;;;
2019;Sulawesi Selatan;Kab. Bantaeng;30,1;27,5;11;14;1,2;3;2;1,1;10
2019;Sulawesi Selatan;Kab. Sinjai;35,2;14;29;14,6;1;0,7;2,1;1,2;2,2
2019;Sulawesi Selatan;Kab. Bone;73,4;0,5;10,5;8,6;3,1;0,4;1,3;1,9;0,3
2019;Sulawesi Selatan;Kab. Maros;73,98;5,04;8,86;10,18;0,98;;;;0,96
2019;Sulawesi Selatan;Kab. Pangkajene Kepulauan;;;;;;;;;
2019;Sulawesi Selatan;Kab. Barru;50;16;8;15;3;2;1;1;4
2019;Sulawesi Selatan;Kab. Wajo;41,7;17,7;6,3;18,5;2,3;3,1;2,2;2,2;6
2019;Sulawesi Selatan;Kab. Sidenreng Rappang;56;9,6;6,2;6,6;4,5;3,6;4,2;4,4;4,9
2019;Sulawesi Selatan;Kab. Enrekang;45;11;9;16;6;3;1;6;3
2019;Sulawesi Selatan;Kab. Luwu Utara;38;41,81;4,3;6,97;0,44;0,51;0,18;1;6,79
2019;Sulawesi Selatan;Kab. Luwu Timur;40;10;25;15;3;1;2;2;2
2019;Sulawesi Selatan;Kota Parepare;54,7;9,25;14,4;12,2;2,45;1,7;1,5;2,2;1,6
2019;Sulawesi Selatan;Kota Palopo;30;30;20;10;10;;;;
2019;Sulawesi Tenggara;Kab. Kolaka;65;4;10;10;5;1;1;2;2
2019;Sulawesi Tenggara;Kab. Buton;;;;;;;;;
2019;Sulawesi Tenggara;Kab. Bombana;15;54;6;15;2;2;2;1;3
2019;Gorontalo;Kab. Gorontalo;65;13;14;1;1;1;1;1;3
2019;Gorontalo;Kab. Pohuwato;41;15,1;12,1;22,4;1,7;;;2,5;5,2
2019;Gorontalo;Kota Gorontalo;21;15;10;35;10;5;2;2;
2019;Sulawesi Barat;Kab. Pasangkayu;;;;;;;;;
2019;Sulawesi Barat;Kab. Polewali Mandar;65,06;12,35;8,05;6,5;5,55;0,45;0,35;0,27;1,42
2019;Maluku;Kab. Maluku Tenggara;35;45;7;7;0,5;2;1,5;1;1
2019;Maluku;Kab. Buru Selatan;22;12;20;31;3;3;2;2;5
2019;Maluku;Kota Ambon;38;6,8;11,6;14,6;10,1;5;3;7,1;3,8
2019;Maluku Utara;Kab. Halmahera Utara;;;;;;;;;
2019;Maluku Utara;Kota Ternate;54;5,7;10,6;13,6;6,3;1,6;1;3,7;3,5
2019;Maluku Utara;Kota Tidore Kepulauan;34;25;12;11,8;2,3;0,8;1,5;5,8;6,8
2019;Papua;Kab. Biak Numfor;5,69;33,75;27,83;14,79;13,19;0,02;0,21;4,52;0
2019;Papua;Kota Jayapura;66,39;10,58;4,79;6,6;4,34;2,05;1,08;0,46;3,71
2019;Papua Selatan;Kab. Asmat;15;10;30;20;5;5;5;5;5
2019;Papua Barat Daya;Kab. Raja Ampat;0;0;0;0;0;;;0;
2018;Papua Barat;Kab. Manokwari;44;;11;26;;;;;19
